part_number,name,category,bom_category,brand,unit,purchase_price,purchase_currency,kg_per_metre,is_enclosure_cubicle,is_placeholder,source_file,flags
3VJ1092-3DB32-0AA0,"25A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,32.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-3EA42-0AA0,"25A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,41.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1092-3EB42-0AA0,"25A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,42.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-3DA32-0AA0,"32A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-3DB32-0AA0,"32A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-3EA42-0AA0,"32A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-3EB42-0AA0,"32A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-5DA32-0AA0,"32A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-5DB32-0AA0,"32A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-5EA42-0AA0,"32A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-5EB42-0AA0,"32A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-7DA32-0AA0,"32A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-7DB32-0AA0,"32A,TP,MCCB,Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-7EA42-0AA0,"32A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1103-7EB42-0AA0,"32A,4P,MCCB,Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-3DA32-0AA0,"40A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-3DB32-0AA0,"40A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-3EA42-0AA0,"40A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-3EB42-0AA0,"40A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-5DA32-0AA0,"40A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-5DB32-0AA0,"40A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-5EA42-0AA0,"40A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-5EB42-0AA0,"40A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-7DA32-0AA0,"40A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-7DB32-0AA0,"40A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-7EA42-0AA0,"40A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1104-7EB42-0AA0,"40A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-3DA32-0AA0,"50A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-3DB32-0AA0,"50A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-3EA42-0AA0,"50A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-3EB42-0AA0,"50A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-5DA32-0AA0,"50A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-5DB32-0AA0,"50A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-5EA42-0AA0,"50A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-5EB42-0AA0,"50A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-7DA32-0AA0,"50A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-7DB32-0AA0,"50A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-7EA42-0AA0,"50A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1105-7EB42-0AA0,"50A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-3DA32-0AA0,"63A,TP,MCCB, Fixed,25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-3DB32-0AA0,"63A,TP,MCCB, Adjustable,25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-3EA42-0AA0,"63A,4P,MCCB, Fixed,25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-3EB42-0AA0,"63A,4P,MCCB, Adjustable,25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-5DA32-0AA0,"63A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-5DB32-0AA0,"63A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-5EA42-0AA0,"63A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-5EB42-0AA0,"63A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-7DA32-0AA0,"63A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-7DB32-0AA0,"63A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-7EA42-0AA0,"63A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1106-7EB42-0AA0,"63A,4P,MCCB,Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-3DA32-0AA0,"80A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-3DB32-0AA0,"80A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-3EA42-0AA0,"80A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-3EB42-0AA0,"80A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-5DA32-0AA0,"80A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-5DB32-0AA0,"80A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-5EA42-0AA0,"80A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-5EB42-0AA0,"80A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-7DA32-0AA0,"80A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-7DB32-0AA0,"80A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-7EA42-0AA0,"80A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1108-7EB42-0AA0,"80A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-3DA32-0AA0,"100A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-3DB32-0AA0,"100A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-3EA42-0AA0,"100A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-3EB42-0AA0,"100A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-5DA32-0AA0,"100A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-5DB32-0AA0,"100A,TP,MCCB, Adjustable, , 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-5EA42-0AA0,"100A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-5EB42-0AA0,"100A,4P,MCCB, Adjustable, , 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-7DA32-0AA0,"100A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-7DB32-0AA0,"100A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-7EA42-0AA0,"100A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1110-7EB42-0AA0,"100A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-3DA32-0AA0,"125A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,53.44,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-3DB32-0AA0,"125A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,54.24,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-3EA42-0AA0,"125A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,69.28,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-3EB42-0AA0,"125A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,70.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-5DA32-0AA0,"125A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,58.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-5DB32-0AA0,"125A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,58.88,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-5EA42-0AA0,"125A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,75.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-5EB42-0AA0,"125A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,76.8,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-7DA32-0AA0,"125A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-7DB32-0AA0,"125A,TP,MCCB, Adjustable 55kA",MCCB,switchgear,SIEMENS,pcs,64.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-7EA42-0AA0,"125A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,82.72,EUR,,no,no,component-catalog-ALL.csv,
3VJ1112-7EB42-0AA0,"125A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,84.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-3DA32-0AA0,"25A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,33.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-3DB32-0AA0,"25A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,34.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-3EA42-0AA0,"25A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,43.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-3EB42-0AA0,"25A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,44.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-5DA32-0AA0,"25A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,36.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-5DB32-0AA0,"25A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,37.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-5EA42-0AA0,"25A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,47.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-5EB42-0AA0,"25A, 4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-7DA32-0AA0,"25A,TP,MCCB, Fixed, 55A",MCCB,switchgear,SIEMENS,pcs,39.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-7DB32-0AA0,"25A,TP,MCCB, Adjustable, 55A",MCCB,switchgear,SIEMENS,pcs,40.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-7EA42-0AA0,"25A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,51.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1192-7EB42-0AA0,"25A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,53.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-1DB32-0AA0,"160A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,60.16,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-1EB42-0AA0,"160A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,78.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-3DA32-0AA0,"160A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,69.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-3DB32-0AA0,"160A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,70.88,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-3EA42-0AA0,"160A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,90.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-3EB42-0AA0,"160A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,92.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-5DA32-0AA0,"160A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,75.52,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-5DB32-0AA0,"160A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,76.96,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-5EA42-0AA0,"160A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,98.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-5EB42-0AA0,"160A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,100.32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-7DA32-0AA0,"160A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,83.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-7DB32-0AA0,"160A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,84.8,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-7EA42-0AA0,"160A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,108.32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1216-7EB42-0AA0,"160A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,110.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-1DB32-0AA0,"200A,TP,MCCB, Adjustable,18kA",MCCB,switchgear,SIEMENS,pcs,75.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-1EB42-0AA0,"200A,4P,MCCB, Adjustable,18kA",MCCB,switchgear,SIEMENS,pcs,97.92,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-3DA32-0AA0,"200A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,86.88,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-3DB32-0AA0,"200A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,88.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-3EA42-0AA0,"200A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,112.8,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-3EB42-0AA0,"200A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,115.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-5DA32-0AA0,"200A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,94.56,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-5EA42-0AA0,"200A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,122.88,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-5EB42-0AA0,"200A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,125.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-7DA32-0AA0,"200A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,103.68,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-7DB32-0AA0,"200A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,105.92,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-7EA42-0AA0,"200A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,135.04,EUR,,no,no,component-catalog-ALL.csv,
3VJ1220-7EB42-0AA0,"200A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,138.08,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-1DB32-0AA0,"250A,TP,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,84.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-1EB42-0AA0,"250A,4P,MCCB, Adjustable, 18kA",MCCB,switchgear,SIEMENS,pcs,109.76,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-3DA32-0AA0,"250A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,97.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-3DB32-0AA0,"250A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,99.52,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-3EA42-0AA0,"250A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,126.72,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-3EB42-0AA0,"250A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,129.28,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-5DA32-0AA0,"250A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,105.76,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-5DB32-0AA0,"250A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,108.32,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-5EA42-0AA0,"250A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,137.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-5EB42-0AA0,"250A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,140.64,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-7DA32-0AA0,"250A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,116.48,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-7DB32-0AA0,"250A,TP,MCCB, Adjustable 55kA",MCCB,switchgear,SIEMENS,pcs,118.72,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-7EA42-0AA0,"250A,4P,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,151.52,EUR,,no,no,component-catalog-ALL.csv,
3VJ1225-7EB42-0AA0,"250A,4P,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,154.56,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-3DA32-0AA0,"320A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,127.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-3DB32-0AA0,"320A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,129.92,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-3EA42-0AA0,"320A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,166.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-3EB42-0AA0,"320A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,171.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-5DA32-0AA0,"320A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,138.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-5DB32-0AA0,"320A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,141.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-5EA42-0AA0,"320A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,180.8,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-5EB42-0AA0,"320A,4P,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,185.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-7DA32-0AA0,"320A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,151.84,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-7DB32-0AA0,"320A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,155.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-7EA42-0AA0,"320A,TP,MCCB, Fixed, 55kA",MCCB,switchgear,SIEMENS,pcs,195.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1332-7EB42-0AA0,"320A,TP,MCCB, Adjustable, 55kA",MCCB,switchgear,SIEMENS,pcs,201.6,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-3DA32-0AA0,"400A,TP,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,127.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-3DB32-0AA0,"400A,TP,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,129.92,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-3EA42-0AA0,"400A,4P,MCCB, Fixed, 25kA",MCCB,switchgear,SIEMENS,pcs,166.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-3EB42-0AA0,"400A,4P,MCCB, Adjustable, 25kA",MCCB,switchgear,SIEMENS,pcs,171.2,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-5DA32-0AA0,"400A,TP,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,138.4,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-5DB32-0AA0,"200A,TP,MCCB, Adjustable, 36kA",MCCB,switchgear,SIEMENS,pcs,141.12,EUR,,no,no,component-catalog-ALL.csv,
3VJ1340-5EA42-0AA0,"400A,4P,MCCB, Fixed, 36kA",MCCB,switchgear,SIEMENS,pcs,180.8,EUR,,no,no,component-catalog-ALL.csv,
